car_id,model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,target_class,days_before_accident
g19494953p,Audi A3,premium,petrol,4.3,2013,43597,2020,engine_fuel,13
Y-4198316J,VW Tiguan,economy,petrol,4.86,2014,59714,2020,engine_ignition,85
a-7282370E,Renault Kaptur,standart,petrol,4.62,2012,21622,2018,engine_overheat,8
z16068145k,Mercedes-Benz GLC,business,petrol,2.82,2015,87593,2019,electro_bug,49
d-4629986a,Kia Rio,economy,petrol,4.8,2015,85769,2021,engine_ignition,41
Q35379022F,Hyundai Solaris,economy,petrol,3.7,2012,21365,2016,electro_bug,19
r10613305A,Kia Rio X,economy,petrol,3.76,2014,55649,2018,gear_stick,9
N23006473B,Hyundai Solaris,economy,petrol,4.54,2014,61802,2015,gear_stick,17
m-2019578o,VW Tiguan,economy,petrol,6.94,2013,45127,2019,another_bug,14
W86413939q,Smart ForFour,economy,petrol,3.86,2017,117893,2018,wheel_shake,41
o-1093440v,MINI CooperSE,business,electro,5.14,2011,447,2018,engine_overheat,132
S-1468454C,Kia Rio,economy,petrol,4.78,2012,21367,2018,break_bug,12
b-1081111P,Hyundai Solaris,economy,petrol,5.28,2011,3457,2017,engine_overheat,9
H10062346p,Mercedes-Benz GLC,business,petrol,3.4,2013,42671,2020,engine_overheat,217
N-5708757B,Kia Rio X-line,economy,petrol,4.82,2013,44278,2018,engine_overheat,13
b-7098808D,Hyundai Solaris,economy,petrol,5.08,2014,63452,2022,wheel_shake,5
M-4627743Y,Renault Kaptur,standart,petrol,4.74,2014,69685,2018,break_bug,20
s-1392305F,Kia Rio X,economy,petrol,6.22,2015,96364,2016,gear_stick,25
z67141488o,Hyundai Solaris,economy,petrol,3.96,2015,78511,2017,wheel_shake,2
z-8891400p,Kia Rio,economy,petrol,4.18,2015,90732,2014,engine_overheat,5
z-5687636M,Renault Kaptur,standart,petrol,3.56,2011,1388,2018,electro_bug,64
K-1514397X,Kia Rio X,economy,petrol,4.8,2015,87302,2014,electro_bug,21
U57863590w,Renault Sandero,standart,petrol,3.52,2015,85666,2016,gear_stick,51
M49274481G,Renault Kaptur,standart,petrol,4.6,2014,67118,2020,engine_fuel,40
a11122197a,Renault Sandero,standart,petrol,3.84,2013,44790,2020,another_bug,16
b15256546L,Nissan Qashqai,standart,petrol,4.0,2012,21738,2019,electro_bug,56
B11239506t,Audi Q3,premium,petrol,3.88,2017,110040,2018,electro_bug,64
l-1337696j,Kia Sportage,standart,petrol,4.74,2011,4267,2018,another_bug,15
q-6650729Y,Kia Rio X,economy,petrol,5.32,2014,58219,2019,another_bug,7
B17720677C,Skoda Rapid,economy,petrol,3.48,2017,133755,2022,break_bug,30
s21770212W,VW Polo VI,economy,petrol,4.16,2012,20492,2017,another_bug,32
x30389932l,Kia Rio,economy,petrol,3.62,2015,87297,2014,engine_fuel,9
B15081492o,Kia Rio,economy,petrol,3.12,2015,96993,2016,wheel_shake,11
O51808760A,VW Tiguan,economy,petrol,3.94,2017,112886,2020,gear_stick,36
l62738348Q,Skoda Rapid,economy,petrol,3.82,2017,130393,2018,engine_ignition,80
v-6614004H,Audi A3,premium,petrol,5.02,2016,94482,2017,electro_bug,37
c21762167i,Smart ForFour,economy,petrol,3.48,2013,36104,2017,engine_check,54
B16746018u,Renault Kaptur,standart,petrol,3.12,2015,78630,2022,another_bug,17
T-2093464U,Smart ForTwo,economy,petrol,5.56,2013,42927,2014,engine_fuel,6
t11315883F,Skoda Rapid,economy,petrol,3.72,2017,117809,2014,engine_check,45
I-2073229s,Tesla Model 3,premium,electro,5.1,2017,120231,2017,engine_fuel,168
r-7396117p,Smart Coupe,economy,petrol,5.6,2017,121467,2016,another_bug,110
t-1412384s,Hyundai Solaris,economy,petrol,5.4,2015,88544,2018,engine_fuel,3
E-2041030F,Renault Kaptur,standart,petrol,5.34,2012,27035,2021,engine_overheat,9
q-1744366u,Kia Rio,economy,petrol,5.62,2011,2814,2016,engine_ignition,20
E17823137X,Skoda Rapid,economy,petrol,2.52,2017,119034,2016,engine_check,156
n34490222d,Smart ForFour,economy,petrol,3.48,2017,128022,2015,break_bug,52
k20675157L,Skoda Rapid,economy,petrol,3.84,2014,57543,2021,engine_ignition,45
x-1548714k,VW Polo VI,economy,petrol,5.54,2015,77723,2020,engine_check,60
A14861843I,Smart ForTwo,economy,petrol,4.28,2013,38888,2016,electro_bug,67
H-1457815L,Renault Kaptur,standart,petrol,3.92,2015,73627,2017,electro_bug,17
R-1948335X,VW Tiguan,economy,petrol,4.56,2017,132381,2018,engine_ignition,72
C20191765o,Kia Rio X,economy,petrol,3.62,2015,93392,2017,engine_ignition,40
R16773550u,Renault Sandero,standart,petrol,4.4,2015,89492,2021,engine_fuel,10
f18945419X,Kia Rio X,economy,petrol,4.22,2013,40718,2018,engine_check,21
z-3485115T,Skoda Rapid,economy,petrol,4.16,2016,110318,2019,break_bug,7
C-4073157k,Smart ForTwo,economy,petrol,5.22,2017,112123,2021,engine_overheat,26
u21310295q,Kia Sportage,standart,petrol,3.38,2015,87026,2020,engine_check,25
N-9781014K,VW Polo VI,economy,petrol,5.4,2012,25538,2020,another_bug,27
t22511448x,Smart ForTwo,economy,petrol,3.62,2014,67354,2021,gear_stick,11
T-4883335x,Kia Rio X-line,economy,petrol,5.04,2015,87312,2022,wheel_shake,9
q12245711E,Nissan Qashqai,standart,petrol,3.36,2012,24989,2021,engine_check,44
B-6461335O,Hyundai Solaris,economy,petrol,5.14,2012,22330,2016,engine_fuel,9
q15170801B,Kia Sportage,standart,petrol,3.98,2014,56916,2022,gear_stick,46
W18060288Q,Kia Rio,economy,petrol,1.94,2013,40195,2018,gear_stick,23
b21711455K,Nissan Qashqai,standart,petrol,4.1,2015,77579,2019,gear_stick,10
j20079629P,Smart Coupe,economy,petrol,3.12,2016,101075,2017,gear_stick,6
C11747534v,VW Polo VI,economy,petrol,3.82,2015,81630,2020,engine_ignition,51
M58894937r,Renault Kaptur,standart,petrol,3.22,2011,3304,2014,engine_fuel,13
A11922887f,Smart Coupe,economy,petrol,3.94,2015,73470,2020,electro_bug,14
n12377024x,Smart ForFour,economy,petrol,4.02,2017,129629,2020,electro_bug,204
L-1227525r,VW Tiguan,economy,petrol,3.94,2017,119174,2020,engine_ignition,181
i-1095441d,Renault Sandero,standart,petrol,5.24,2014,65030,2016,engine_fuel,14
c12597990Y,Smart ForTwo,economy,petrol,3.52,2014,58435,2016,engine_check,20
Q86719011p,Smart Coupe,economy,petrol,3.24,2017,129754,2018,wheel_shake,31
S-7961176I,VW Polo,economy,petrol,4.98,2012,20532,2018,engine_overheat,9
i-2288384f,Mini Cooper,business,petrol,4.98,2011,3455,2016,another_bug,155
U16614632F,Kia Rio,economy,petrol,3.7,2014,61991,2014,engine_overheat,20
U-7130411Q,MINI CooperSE,business,electro,5.14,2015,81530,2020,break_bug,190
q22813846g,Kia Rio,economy,petrol,3.82,2014,64232,2015,wheel_shake,2
i-7530121C,Smart ForFour,economy,petrol,5.48,2016,104945,2016,electro_bug,19
g-1991724F,Smart ForTwo,economy,petrol,4.18,2016,94240,2016,break_bug,20
P12661886a,Kia Rio,economy,petrol,2.6,2015,84686,2019,electro_bug,17
j-2223695S,Mini Cooper,business,petrol,4.76,2015,79315,2019,engine_fuel,21
B-2081255O,Smart Coupe,economy,petrol,3.96,2017,138101,2017,gear_stick,82
H97221372X,VW Tiguan,economy,petrol,2.54,2016,96375,2018,another_bug,33
O-2020503H,VW Polo VI,economy,petrol,2.96,2014,58172,2019,electro_bug,44
G15670643N,Nissan Qashqai,standart,petrol,3.02,2015,81340,2018,engine_overheat,20
M-1335244r,Smart ForTwo,economy,petrol,5.02,2014,55556,2019,gear_stick,15
c53045565g,Volkswagen ID.4 ,premium,electro,4.8,2013,36907,2018,engine_ignition,505
Q19862548Q,Renault Sandero,standart,petrol,3.64,2014,67119,2017,break_bug,14
x24297410X,Hyundai Solaris,economy,petrol,4.54,2014,68959,2018,engine_fuel,11
n-2248103n,Renault Sandero,standart,petrol,5.96,2015,83621,2015,engine_overheat,27
J-1564265f,Skoda Rapid,economy,petrol,5.46,2014,66667,2019,another_bug,63
z-8396890u,Renault Kaptur,standart,petrol,4.6,2011,1112,2021,gear_stick,26
S-1235434W,Kia Rio X-line,economy,petrol,5.24,2011,3810,2015,another_bug,67
W-7286692g,Renault Kaptur,standart,petrol,5.68,2014,53318,2019,engine_overheat,35
l-1076081s,Skoda Rapid,economy,petrol,6.12,2015,84412,2018,electro_bug,18
s13888728i,Smart ForFour,economy,petrol,3.54,2015,85471,2016,wheel_shake,18
f-1599161k,Smart ForFour,economy,petrol,5.4,2017,117841,2016,engine_fuel,127
k13011549U,Renault Sandero,standart,petrol,4.5,2013,45290,2014,break_bug,23
v13208941X,Kia Rio,economy,petrol,3.74,2015,78854,2020,engine_check,46
b-1380770L,Smart ForTwo,economy,petrol,4.96,2013,47356,2020,engine_fuel,11
X22359217a,Kia Rio X,economy,petrol,3.12,2011,7399,2019,gear_stick,26
C50359433E,VW Polo VI,economy,petrol,3.6,2013,37727,2018,gear_stick,12
v22254568R,Smart ForFour,economy,petrol,3.1,2015,91880,2019,another_bug,38
l13884760f,Kia Rio X,economy,petrol,2.98,2015,95645,2016,wheel_shake,15
W17936165j,Skoda Rapid,economy,petrol,3.74,2016,109428,2020,gear_stick,10
S-3511294t,Kia Rio X,economy,petrol,4.06,2015,87280,2015,gear_stick,14
j58227834T,Smart ForTwo,economy,petrol,4.7,2014,69886,2014,gear_stick,45
z40790936m,VW Polo,economy,petrol,2.88,2014,55052,2019,gear_stick,5
k14397227n,Hyundai Solaris,economy,petrol,1.6,2012,28604,2020,wheel_shake,11
X62303511v,Kia Rio X,economy,petrol,3.66,2012,23516,2018,engine_fuel,7
B-1561363P,Renault Sandero,standart,petrol,4.32,2015,88850,2019,gear_stick,8
i47017449U,Kia Rio X-line,economy,petrol,4.0,2012,29052,2019,engine_fuel,5
Z17281512s,Hyundai Solaris,economy,petrol,3.62,2015,74334,2019,engine_ignition,30
O-1267999T,Smart ForTwo,economy,petrol,5.2,2013,40616,2019,gear_stick,37
p87595615V,Hyundai Solaris,economy,petrol,2.86,2014,58637,2016,engine_check,18
d21839434m,Kia Rio,economy,petrol,5.0,2015,78693,2021,electro_bug,33
t11042597E,Kia Sportage,standart,petrol,4.16,2014,53883,2018,engine_overheat,8
n16260385q,VW Polo,economy,petrol,2.9,2015,76386,2018,engine_ignition,36
R-1126472L,Smart ForFour,economy,petrol,4.28,2014,61422,2019,engine_overheat,24
W-9477259M,Kia Sportage,standart,petrol,4.18,2011,942,2020,another_bug,27
F-6369826L,Nissan Qashqai,standart,petrol,4.38,2011,3942,2017,engine_check,26
y10620904U,Kia Sportage,standart,petrol,3.24,2013,40935,2014,electro_bug,22
Z76775340d,VW Tiguan,economy,petrol,4.92,2017,120326,2020,wheel_shake,22
d-1139767Q,VW Polo VI,economy,petrol,6.2,2014,65164,2022,engine_check,38
C-1370961Z,Audi Q3,premium,petrol,5.04,2016,97349,2020,electro_bug,193
A-6054905F,Smart ForFour,economy,petrol,6.22,2017,118864,2015,another_bug,92
C-6638042h,Smart ForTwo,economy,petrol,4.92,2016,99711,2022,break_bug,17
o88568317p,VW Polo,economy,petrol,2.48,2012,25357,2019,electro_bug,22
Q15313356b,VW Tiguan,economy,petrol,3.12,2013,36996,2019,break_bug,22
W10497593m,Kia Rio,economy,petrol,2.8,2015,93134,2019,engine_overheat,19
o-1891967P,Kia Sportage,standart,petrol,4.68,2014,68376,2017,engine_overheat,41
p22237238Z,Renault Kaptur,standart,petrol,3.02,2015,87521,2020,electro_bug,38
a41280148k,Renault Kaptur,standart,petrol,2.32,2014,69743,2016,engine_check,39
R49036294u,Smart Coupe,economy,petrol,2.68,2014,59036,2015,engine_fuel,6
z-4833684R,VW Polo,economy,petrol,5.32,2013,39171,2017,break_bug,4
K20525629B,VW Tiguan,economy,petrol,2.36,2015,76737,2019,engine_overheat,18
v95100302y,VW Polo VI,economy,petrol,3.8,2015,85969,2015,engine_overheat,24
S-8715402c,Mini Cooper,business,petrol,5.66,2014,64461,2016,engine_ignition,106
H15588497J,Skoda Rapid,economy,petrol,4.26,2017,123971,2016,break_bug,154
L94218328d,Kia Rio,economy,petrol,3.44,2014,58317,2022,another_bug,12
j55128828K,Renault Sandero,standart,petrol,2.92,2013,43304,2015,another_bug,71
I-9335565Q,Smart ForFour,economy,petrol,5.08,2014,64904,2016,gear_stick,16
M19182860m,Kia Sportage,standart,petrol,3.12,2011,3784,2019,break_bug,19
m-2205063P,Smart ForFour,economy,petrol,5.1,2013,46222,2016,another_bug,81
e12051793m,VW Polo VI,economy,petrol,4.02,2015,87263,2015,electro_bug,15
Z60523911N,Renault Kaptur,standart,petrol,3.56,2012,21425,2019,gear_stick,21
I-1072340c,Skoda Rapid,economy,petrol,5.92,2013,50980,2018,another_bug,52
K-2460692D,Renault Kaptur,standart,petrol,5.26,2012,25355,2015,another_bug,15
q-9818488o,Smart Coupe,economy,petrol,5.08,2013,36243,2018,break_bug,11
M-1351643L,Nissan Qashqai,standart,petrol,4.2,2013,40072,2019,another_bug,28
a15168936c,Renault Kaptur,standart,petrol,3.6,2015,82153,2018,electro_bug,5
P-8016178d,Renault Kaptur,standart,petrol,4.72,2015,73596,2022,gear_stick,39
I-5434170l,VW Polo,economy,petrol,4.9,2015,77670,2016,wheel_shake,9
L10152680W,Smart ForFour,economy,petrol,3.24,2015,90837,2016,another_bug,13
J-1648795r,VW Polo,economy,petrol,6.46,2011,3032,2016,break_bug,8
p-7109749V,Mercedes-Benz E200,business,petrol,4.46,2011,3417,2021,electro_bug,100
g-1247997Z,Renault Sandero,standart,petrol,5.52,2015,81452,2014,another_bug,54
I-5970052e,Kia Rio X-line,economy,petrol,5.44,2015,88167,2017,engine_ignition,73
v-1935966T,Hyundai Solaris,economy,petrol,4.7,2012,22882,2017,engine_overheat,35
M95466176u,Smart ForFour,economy,petrol,3.88,2017,114896,2018,engine_fuel,136
x94067365b,Kia Sportage,standart,petrol,4.22,2011,1933,2019,engine_fuel,8
f-1498735Z,Kia Rio X,economy,petrol,5.08,2015,79896,2017,wheel_shake,14
N-1305225x,VW Polo VI,economy,petrol,5.36,2013,44425,2017,wheel_shake,7
y-2171969q,Renault Sandero,standart,petrol,4.08,2013,43899,2017,electro_bug,32
c17052193e,Nissan Qashqai,standart,petrol,3.28,2014,67583,2016,engine_check,24
b-1872358o,Smart ForFour,economy,petrol,5.58,2015,88015,2015,gear_stick,6
o90119190V,Hyundai Solaris,economy,petrol,3.58,2015,73378,2019,engine_ignition,23
u-5484227S,VW Polo VI,economy,petrol,4.9,2012,17883,2022,wheel_shake,14
u82752427P,Kia Rio X-line,economy,petrol,4.92,2012,22779,2017,engine_overheat,3
o16230080f,VW Polo,economy,petrol,3.46,2013,45026,2016,wheel_shake,25
m-2245548R,Kia Sportage,standart,petrol,4.3,2015,97217,2017,engine_fuel,10
w10201905w,Smart Coupe,economy,petrol,3.74,2015,72534,2015,electro_bug,28
T-2189506b,Kia Sportage,standart,petrol,5.94,2012,20340,2021,engine_check,24
Z-1361289G,Mini Cooper,business,petrol,4.34,2012,28587,2017,engine_overheat,26
Y22302267X,Kia Rio,economy,petrol,3.48,2014,60384,2020,another_bug,21
l-1026528H,Smart Coupe,economy,petrol,4.9,2016,107225,2015,break_bug,7
H-2757468E,VW Polo VI,economy,petrol,4.4,2011,1069,2022,engine_ignition,41
N-2240902Z,Smart ForFour,economy,petrol,4.56,2015,90457,2015,engine_fuel,11
x13730258P,VW Tiguan,economy,petrol,2.38,2014,64678,2021,engine_overheat,13
h12427301o,Nissan Qashqai,standart,petrol,2.98,2012,26096,2020,gear_stick,50
I-2834874F,Smart ForFour,economy,petrol,4.7,2014,67461,2019,break_bug,5
N89944460U,Kia Rio X,economy,petrol,3.22,2015,85749,2018,engine_ignition,29
j-1712772o,Nissan Qashqai,standart,petrol,3.18,2012,23184,2020,engine_check,37
c19881313A,Kia Rio,economy,petrol,3.76,2015,79829,2016,break_bug,19
Q-6918324o,Kia Rio X-line,economy,petrol,6.48,2013,41855,2021,wheel_shake,6
D-1543108f,Fiat 500,business,petrol,3.96,2015,81727,2016,electro_bug,82
T-7607561S,Smart Coupe,economy,petrol,5.14,2016,107477,2017,engine_check,18
K-1703648s,Kia Rio,economy,petrol,5.32,2013,37237,2020,another_bug,82
t97882515C,Mini Cooper,business,petrol,2.54,2012,18383,2022,engine_check,72
B-1223366j,Smart Coupe,economy,petrol,4.88,2013,45460,2022,another_bug,68
e78136849E,VW Tiguan,economy,petrol,2.8,2013,41827,2022,another_bug,48
r-3130013n,Kia Sportage,standart,petrol,4.98,2013,37673,2015,electro_bug,18
S-3888121i,Kia Rio X,economy,petrol,4.32,2013,41669,2017,break_bug,27
v13412057i,Kia Sportage,standart,petrol,3.96,2014,61815,2019,electro_bug,14
w15600381D,Kia Rio X,economy,petrol,4.62,2012,19661,2015,another_bug,42
i98744677i,Renault Sandero,standart,petrol,3.62,2012,21616,2017,engine_ignition,32
a35746775Z,Kia Rio,economy,petrol,3.26,2015,88552,2019,engine_check,36
I30300326i,Smart Coupe,economy,petrol,3.22,2017,108130,2018,engine_check,40
L-3013668o,Nissan Qashqai,standart,petrol,4.8,2014,65444,2020,electro_bug,66
D22902572P,Kia Rio X,economy,petrol,3.94,2013,53235,2017,engine_check,21
h-1083202b,Kia Rio X-line,economy,petrol,4.74,2014,54311,2020,another_bug,46
m-1912665m,Kia Rio X-line,economy,petrol,4.58,2011,625,2018,engine_fuel,30
t54756416j,Kia Rio X-line,economy,petrol,4.34,2015,87982,2021,another_bug,19
T20363976m,Smart ForFour,economy,petrol,4.8,2013,50912,2019,engine_check,27
p81056764h,Fiat 500,business,petrol,4.16,2015,87466,2018,gear_stick,13
I15203455u,Smart ForTwo,economy,petrol,4.66,2017,136056,2021,gear_stick,33
U18148584e,Nissan Qashqai,standart,petrol,3.88,2015,84417,2017,engine_overheat,19
i-1445700R,Hyundai Solaris,economy,petrol,4.02,2015,71710,2020,another_bug,21
n-2162898E,Smart ForTwo,economy,petrol,4.96,2016,91828,2020,break_bug,25
v-2280326L,VW Polo,economy,petrol,5.7,2015,98522,2016,another_bug,18
B54175025n,Skoda Rapid,economy,petrol,4.54,2015,91432,2022,gear_stick,33
a-1388740X,Hyundai Solaris,economy,petrol,6.06,2015,76421,2015,gear_stick,12
Q72167569Z,VW Tiguan,economy,petrol,3.98,2017,108418,2020,wheel_shake,41
e10663028u,Kia Rio X-line,economy,petrol,3.06,2015,89872,2017,another_bug,35
G-8756627H,Kia Rio,economy,petrol,6.0,2013,41053,2017,engine_fuel,4
I14406288e,Renault Kaptur,standart,petrol,4.4,2015,81210,2015,engine_fuel,5
r-9097768K,Renault Sandero,standart,petrol,6.22,2015,88158,2017,another_bug,30
Y-3787995U,VW Tiguan,economy,petrol,3.66,2014,57897,2019,break_bug,3
o-2324110V,VW Polo VI,economy,petrol,5.28,2015,74076,2016,engine_overheat,62
F18164143O,Smart Coupe,economy,petrol,3.76,2015,71170,2017,electro_bug,19
a-2243028s,VW Tiguan,economy,petrol,4.8,2017,129853,2018,engine_overheat,179
S-1740592Q,VW Tiguan,economy,petrol,5.46,2013,43459,2020,engine_fuel,13
b-2298403w,MINI CooperSE,business,electro,5.06,2015,81678,2015,break_bug,81
B17440481q,Smart ForTwo,economy,petrol,3.4,2017,128361,2017,engine_fuel,44
p-1820938A,VW Polo VI,economy,petrol,6.02,2015,82215,2016,engine_ignition,46
d-4762711Z,Smart ForFour,economy,petrol,5.44,2017,130700,2020,engine_ignition,174
d-1979148g,VW Tiguan,economy,petrol,6.1,2015,81149,2021,break_bug,28
J22534308x,Nissan Qashqai,standart,petrol,2.96,2015,75950,2020,engine_check,93
u-1504120V,VW Polo,economy,petrol,5.32,2011,3093,2020,break_bug,14
k74625649K,Hyundai Solaris,economy,petrol,2.4,2015,86653,2016,engine_ignition,37
y16050355z,Renault Kaptur,standart,petrol,4.28,2012,21143,2019,break_bug,5
d-2225751Z,Kia Rio,economy,petrol,4.86,2012,25560,2018,another_bug,28
o-2922285t,VW Polo VI,economy,petrol,5.1,2013,44777,2017,engine_ignition,47
Q21021305o,Renault Kaptur,standart,petrol,3.96,2014,56745,2014,engine_check,41
h-6813015B,Nissan Qashqai,standart,petrol,4.94,2015,87155,2018,engine_overheat,9
L-1496694j,Nissan Qashqai,standart,petrol,7.06,2014,61884,2020,engine_check,31
V-1623563U,VW Polo VI,economy,petrol,4.74,2012,19287,2020,another_bug,24
D-2134856N,Skoda Rapid,economy,petrol,4.9,2014,66736,2019,gear_stick,11
O-3249507n,Skoda Rapid,economy,petrol,5.26,2014,61910,2018,engine_fuel,22
P-8581853M,Mercedes-Benz E200,business,petrol,4.28,2015,79431,2016,electro_bug,70
p10765484c,Renault Kaptur,standart,petrol,3.76,2014,57020,2018,break_bug,28
a-5976169f,VW Polo,economy,petrol,6.96,2012,27881,2018,engine_check,26
H-4871785P,Hyundai Solaris,economy,petrol,4.8,2015,98826,2017,wheel_shake,6
H83423387a,Kia Rio X-line,economy,petrol,5.04,2015,89433,2015,gear_stick,9
g18985198o,Nissan Qashqai,standart,petrol,4.18,2014,63534,2019,break_bug,24
f-1368188Z,Smart ForFour,economy,petrol,4.34,2013,40509,2016,engine_ignition,32
k-2273981K,Hyundai Solaris,economy,petrol,5.34,2013,40654,2020,engine_check,40
n81763737L,Nissan Qashqai,standart,petrol,2.86,2014,64524,2021,engine_overheat,40
c-1171224N,Kia Rio X,economy,petrol,4.26,2015,86897,2015,engine_ignition,67
K-2042834N,VW Polo VI,economy,petrol,3.58,2015,99295,2014,electro_bug,49
A-7704231e,Smart ForTwo,economy,petrol,4.4,2016,94152,2016,another_bug,50
T-2809069O,Renault Sandero,standart,petrol,4.7,2014,67441,2019,break_bug,10
e-2200514f,Kia Rio,economy,petrol,5.98,2013,44604,2019,engine_ignition,25
J-1137633W,Renault Kaptur,standart,petrol,5.02,2015,79579,2019,engine_fuel,6
T17971896t,Kia Sportage,standart,petrol,5.14,2013,52335,2018,gear_stick,18
z10430541i,Mini Cooper,business,petrol,4.2,2013,36149,2021,engine_fuel,56
o-9505235X,VW Tiguan,economy,petrol,4.44,2016,91388,2017,engine_check,43
Z56694596c,Nissan Qashqai,standart,petrol,4.24,2014,62465,2020,engine_check,45
u-2290162o,Kia Rio X,economy,petrol,4.58,2013,43197,2017,engine_fuel,4
E-5303502D,Nissan Qashqai,standart,petrol,5.12,2012,24702,2020,break_bug,4
R50675613t,Nissan Qashqai,standart,petrol,3.4,2012,23972,2018,electro_bug,23
H-1289656m,Volkswagen ID.4 ,premium,electro,4.32,2014,63971,2017,break_bug,73
O-1576355d,Renault Kaptur,standart,petrol,4.0,2014,54928,2018,break_bug,21
U-6362584Q,Renault Sandero,standart,petrol,5.42,2013,46099,2015,electro_bug,14
B-8479157Q,Kia Rio X-line,economy,petrol,5.78,2014,65086,2016,engine_ignition,49
h16559760t,VW Polo VI,economy,petrol,4.24,2012,29995,2018,engine_overheat,11
o-1530462a,Renault Sandero,standart,petrol,5.16,2012,29338,2019,gear_stick,22
Q70371595z,Hyundai Solaris,economy,petrol,2.32,2015,73471,2021,gear_stick,6
v11386552i,Kia Sportage,standart,petrol,3.56,2014,57077,2015,engine_fuel,5
A-8582359Y,Smart ForTwo,economy,petrol,5.12,2013,46279,2018,engine_ignition,61
m-1142531u,Nissan Qashqai,standart,petrol,5.34,2014,52783,2016,engine_ignition,128
w21325307E,Nissan Qashqai,standart,petrol,4.38,2015,89546,2020,engine_ignition,58
P-8788464u,Nissan Qashqai,standart,petrol,5.1,2011,7883,2020,engine_ignition,37
Y11984874C,VW Tiguan,economy,petrol,4.24,2017,132161,2019,electro_bug,25
I-2085485K,Kia Rio X,economy,petrol,7.46,2015,81952,2015,break_bug,18
p-1607435n,Renault Sandero,standart,petrol,5.02,2011,615,2020,electro_bug,24
v-7267042G,VW Polo VI,economy,petrol,5.18,2013,36782,2020,break_bug,52
X-5337958G,Kia Sportage,standart,petrol,3.7,2011,6183,2017,another_bug,23
T14802622s,Mercedes-Benz E200,business,petrol,4.46,2015,88283,2021,engine_overheat,94
k-6591744D,Hyundai Solaris,economy,petrol,5.0,2015,89538,2018,wheel_shake,19
z-2033330g,Kia Rio X,economy,petrol,5.12,2015,91474,2017,engine_ignition,74
o18752959g,Kia Rio X-line,economy,petrol,3.92,2012,21459,2014,wheel_shake,3
t11356436u,Kia Sportage,standart,petrol,2.86,2015,84699,2022,another_bug,17
V-2169580X,Renault Kaptur,standart,petrol,6.16,2012,21819,2022,engine_fuel,5
R89114665D,Kia Rio X-line,economy,petrol,3.2,2013,45176,2021,engine_fuel,3
F15011099W,Kia Rio X,economy,petrol,3.16,2011,1606,2021,wheel_shake,22
T22451402g,Kia Rio,economy,petrol,2.56,2013,47108,2022,wheel_shake,10
t61975264x,Nissan Qashqai,standart,petrol,4.12,2015,82700,2020,engine_overheat,23
X-1055263h,Smart ForTwo,economy,petrol,4.1,2015,80197,2016,engine_overheat,45
B-1276447I,Skoda Rapid,economy,petrol,5.72,2017,123499,2014,wheel_shake,35
F57559229C,VW Polo VI,economy,petrol,4.48,2013,44095,2016,gear_stick,11
s-5093199D,Renault Kaptur,standart,petrol,5.88,2011,2793,2021,engine_ignition,61
B-1571885y,Kia Sportage,standart,petrol,3.94,2014,66844,2019,engine_fuel,6
e14382410l,Smart ForTwo,economy,petrol,3.22,2015,82106,2018,break_bug,4
c-1538833m,Kia Rio X-line,economy,petrol,5.34,2013,46719,2016,engine_fuel,18
G-1242522V,Renault Sandero,standart,petrol,3.74,2011,3464,2018,electro_bug,54
z52651957L,Fiat 500,business,petrol,3.0,2013,41551,2015,engine_check,54
R15749283D,Skoda Rapid,economy,petrol,3.24,2014,68714,2020,break_bug,6
Z-7340686v,Renault Sandero,standart,petrol,5.66,2014,63799,2019,gear_stick,23
X13250656u,Kia Rio X,economy,petrol,3.1,2013,39314,2020,gear_stick,23
b-1016644U,VW Tiguan,economy,petrol,4.92,2016,105654,2020,engine_check,19
e-9324711M,Renault Sandero,standart,petrol,5.8,2012,21636,2015,engine_ignition,55
S-1099304I,Renault Sandero,standart,petrol,4.88,2014,56905,2019,engine_ignition,40
A-1956639b,Renault Sandero,standart,petrol,4.94,2011,2967,2018,engine_ignition,65
X-8191999r,Hyundai Solaris,economy,petrol,6.22,2013,50370,2020,another_bug,42
g83089172g,VW Tiguan,economy,petrol,3.48,2016,103957,2022,another_bug,22
m-1402552y,Renault Sandero,standart,petrol,5.1,2014,67311,2019,break_bug,21
G-2990262b,Smart Coupe,economy,petrol,4.76,2016,105804,2018,engine_ignition,62
p97508110p,Kia Sportage,standart,petrol,4.02,2015,87294,2021,break_bug,31
O-9487423J,Kia Rio X-line,economy,petrol,7.1,2015,93798,2018,electro_bug,12
o21208881t,Audi Q3,premium,petrol,4.62,2015,91920,2018,engine_fuel,101
m-1655829f,VW Tiguan,economy,petrol,6.88,2013,49884,2019,wheel_shake,13
s-1795135b,Nissan Qashqai,standart,petrol,5.2,2015,89261,2020,engine_ignition,38
X10754765V,VW Tiguan,economy,petrol,2.16,2017,125986,2021,electro_bug,133
q-1010002z,Smart ForTwo,economy,petrol,6.08,2014,64415,2021,wheel_shake,5
C-1546256l,Mercedes-Benz E200,business,petrol,3.44,2014,60285,2020,engine_check,142
x80611394y,Smart Coupe,economy,petrol,2.7,2016,99209,2020,engine_check,42
x-1155940j,Renault Sandero,standart,petrol,5.66,2013,39970,2015,engine_ignition,66
y17958394w,Hyundai Solaris,economy,petrol,3.6,2015,75192,2015,another_bug,21
w75295475d,Kia Rio,economy,petrol,3.62,2011,2985,2021,engine_fuel,3
